cve_edo,abrev_edo,edo,grupos2022,idde2022,idde2022_red,idde2022_orden_nac,idde2022_media_nac,idde_dif,idde_difv,p1_infra_22,p1_infra_22_orden_nac,p1_infra_22_media_nac,p1_infra_dif,p1_infra_difv,p1_cacc_22,p1_cacc_22_orden_nac,p1_cacc_22_media_nac,p1_cacc_dif,p1_cacc_difv,p1cacc_bodredmo_22,p1cacc_bodredmo_22_orden_nac,p1cacc_bodredmo_22_media_nac,p1cacc_bodredmo_dif,p1cacc_bodredmo_difv,p1cacc_cobbanfi_22,p1cacc_cobbanfi_22_orden_nac,p1cacc_cobbanfi_22_media_nac,p1cacc_cobbanfi_dif,p1cacc_cobbanfi_difv,p1cacc_conexbaf_22,p1cacc_conexbaf_22_orden_nac,p1cacc_conexbaf_22_media_nac,p1cacc_conexbaf_dif,p1cacc_conexbaf_difv,p1cacc_penbanfi_22,p1cacc_penbanfi_22_orden_nac,p1cacc_penbanfi_22_media_nac,p1cacc_penbanfi_dif,p1cacc_penbanfi_difv,p1cacc_penbanmo_22,p1cacc_penbanmo_22_orden_nac,p1cacc_penbanmo_22_media_nac,p1cacc_penbanmo_dif,p1cacc_penbanmo_difv,p1cacc_pencompu_22,p1cacc_pencompu_22_orden_nac,p1cacc_pencompu_22_media_nac,p1cacc_pencompu_dif,p1cacc_pencompu_difv,p1cacc_pensmtph_22,p1cacc_pensmtph_22_orden_nac,p1cacc_pensmtph_22_media_nac,p1cacc_pensmtph_dif,p1cacc_pensmtph_difv,p1cacc_veldebaf_22,p1cacc_veldebaf_22_orden_nac,p1cacc_veldebaf_22_media_nac,p1cacc_veldebaf_dif,p1cacc_veldebaf_difv,p1cacc_veldebam_22,p1cacc_veldebam_22_orden_nac,p1cacc_veldebam_22_media_nac,p1cacc_veldebam_dif,p1cacc_veldebam_difv,p1cacc_certific_22,p1cacc_certific_22_orden_nac,p1cacc_certific_22_media_nac,p1cacc_certific_dif,p1cacc_certific_difv,p1cacc_penetr5g_22,p1cacc_penetr5g_22_orden_nac,p1cacc_penetr5g_22_media_nac,p1cacc_penetr5g_dif,p1cacc_penetr5g_difv,p1_aseq_22,p1_aseq_22_orden_nac,p1_aseq_22_media_nac,p1_aseq_dif,p1_aseq_difv,p1aseq_aseqdp20_22,p1aseq_aseqdp20_22_orden_nac,p1aseq_aseqdp20_22_media_nac,p1aseq_aseqdp20_dif,p1aseq_aseqdp20_difv,p1aseq_gambanfi_22,p1aseq_gambanfi_22_orden_nac,p1aseq_gambanfi_22_media_nac,p1aseq_gambanfi_dif,p1aseq_gambanfi_difv,p1aseq_gambanfiq20_22,p1aseq_gambanfiq20_22_orden_nac,p1aseq_gambanfiq20_22_media_nac,p1aseq_gambanfiq20_dif,p1aseq_gambanfiq20_difv,p1aseq_gamtelmoq20_22,p1aseq_gamtelmoq20_22_orden_nac,p1aseq_gamtelmoq20_22_media_nac,p1aseq_gamtelmoq20_dif,p1aseq_gamtelmoq20_difv,p1aseq_dhogtics_22,p1aseq_dhogtics_22_orden_nac,p1aseq_dhogtics_22_media_nac,p1aseq_dhogtics_dif,p1aseq_dhogtics_difv,p1aseq_hhibanfi_22,p1aseq_hhibanfi_22_orden_nac,p1aseq_hhibanfi_22_media_nac,p1aseq_hhibanfi_dif,p1aseq_hhibanfi_difv,p1_infd_22,p1_infd_22_orden_nac,p1_infd_22_media_nac,p1_infd_dif,p1_infd_difv,p1infd_centedge_22,p1infd_centedge_22_orden_nac,p1infd_centedge_22_media_nac,p1infd_centedge_dif,p1infd_centedge_difv,p1infd_hipercol_22,p1infd_hipercol_22_orden_nac,p1infd_hipercol_22_media_nac,p1infd_hipercol_dif,p1infd_hipercol_difv,p1infd_ixpsdtce_22,p1infd_ixpsdtce_22_orden_nac,p1infd_ixpsdtce_22_media_nac,p1infd_ixpsdtce_dif,p1infd_ixpsdtce_difv,p2_digit_22,p2_digit_22_orden_nac,p2_digit_22_media_nac,p2_digit_dif,p2_digit_difv,p2_usti_22,p2_usti_22_orden_nac,p2_usti_22_media_nac,p2_usti_dif,p2_usti_difv,p2usti_usersint_22,p2usti_usersint_22_orden_nac,p2usti_usersint_22_media_nac,p2usti_usersint_dif,p2usti_usersint_difv,p2usti_usersidm_22,p2usti_usersidm_22_orden_nac,p2usti_usersidm_22_media_nac,p2usti_usersidm_dif,p2usti_usersidm_difv,p2usti_usersied_22,p2usti_usersied_22_orden_nac,p2usti_usersied_22_media_nac,p2usti_usersied_dif,p2usti_usersied_difv,p2usti_usocompu_22,p2usti_usocompu_22_orden_nac,p2usti_usocompu_22_media_nac,p2usti_usocompu_dif,p2usti_usocompu_difv,p2usti_usincomp_22,p2usti_usincomp_22_orden_nac,p2usti_usincomp_22_media_nac,p2usti_usincomp_dif,p2usti_usincomp_difv,p2usti_usintbae_22,p2usti_usintbae_22_orden_nac,p2usti_usintbae_22_media_nac,p2usti_usintbae_dif,p2usti_usintbae_difv,p2usti_usoeduca_22,p2usti_usoeduca_22_orden_nac,p2usti_usoeduca_22_media_nac,p2usti_usoeduca_dif,p2usti_usoeduca_difv,p2usti_usintgob_22,p2usti_usintgob_22_orden_nac,p2usti_usintgob_22_media_nac,p2usti_usintgob_dif,p2usti_usintgob_difv,p2usti_ciberaco_22,p2usti_ciberaco_22_orden_nac,p2usti_ciberaco_22_media_nac,p2usti_ciberaco_dif,p2usti_ciberaco_difv,p2_cahd_22,p2_cahd_22_orden_nac,p2_cahd_22_media_nac,p2_cahd_dif,p2_cahd_difv,p2cahd_usucomce_22,p2cahd_usucomce_22_orden_nac,p2cahd_usucomce_22_media_nac,p2cahd_usucomce_dif,p2cahd_usucomce_difv,p2cahd_usohojca_22,p2cahd_usohojca_22_orden_nac,p2cahd_usohojca_22_media_nac,p2cahd_usohojca_dif,p2cahd_usohojca_difv,p2cahd_usuproga_22,p2cahd_usuproga_22_orden_nac,p2cahd_usuproga_22_media_nac,p2cahd_usuproga_dif,p2cahd_usuproga_difv,p2cahd_brechahojca_22,p2cahd_brechahojca_22_orden_nac,p2cahd_brechahojca_22_media_nac,p2cahd_brechahojca_dif,p2cahd_brechahojca_difv,p2_disp_22,p2_disp_22_orden_nac,p2_disp_22_media_nac,p2_disp_dif,p2_disp_difv,p2disp_tarjdepo_22,p2disp_tarjdepo_22_orden_nac,p2disp_tarjdepo_22_media_nac,p2disp_tarjdepo_dif,p2disp_tarjdepo_difv,p2disp_registro_22,p2disp_registro_22_orden_nac,p2disp_registro_22_media_nac,p2disp_registro_dif,p2disp_registro_difv,p2disp_partciud_22,p2disp_partciud_22_orden_nac,p2disp_partciud_22_media_nac,p2disp_partciud_dif,p2disp_partciud_difv,p2disp_sistambi_22,p2disp_sistambi_22_orden_nac,p2disp_sistambi_22_media_nac,p2disp_sistambi_dif,p2disp_sistambi_difv,p2_gbet_22,p2_gbet_22_orden_nac,p2_gbet_22_media_nac,p2_gbet_dif,p2_gbet_difv,p2gbet_plandigi_22,p2gbet_plandigi_22_orden_nac,p2gbet_plandigi_22_media_nac,p2gbet_plandigi_dif,p2gbet_plandigi_difv,p2gbet_accsitpd_22,p2gbet_accsitpd_22_orden_nac,p2gbet_accsitpd_22_media_nac,p2gbet_accsitpd_dif,p2gbet_accsitpd_difv,p2gbet_comtipdp_22,p2gbet_comtipdp_22_orden_nac,p2gbet_comtipdp_22_media_nac,p2gbet_comtipdp_dif,p2gbet_comtipdp_difv,p2gbet_policibe_22,p2gbet_policibe_22_orden_nac,p2gbet_policibe_22_media_nac,p2gbet_policibe_dif,p2gbet_policibe_difv,p2gbet_gobabier_22,p2gbet_gobabier_22_orden_nac,p2gbet_gobabier_22_media_nac,p2gbet_gobabier_dif,p2gbet_gobabier_difv,p2gbet_estadgeo_22,p2gbet_estadgeo_22_orden_nac,p2gbet_estadgeo_22_media_nac,p2gbet_estadgeo_dif,p2gbet_estadgeo_difv,p2gbet_gestesmu_22,p2gbet_gestesmu_22_orden_nac,p2gbet_gestesmu_22_media_nac,p2gbet_gestesmu_dif,p2gbet_gestesmu_difv,p3_innov_22,p3_innov_22_orden_nac,p3_innov_22_media_nac,p3_innov_dif,p3_innov_difv,p3_adop_22,p3_adop_22_orden_nac,p3_adop_22_media_nac,p3_adop_dif,p3_adop_difv,p3adop_hbaspers_22,p3adop_hbaspers_22_orden_nac,p3adop_hbaspers_22_media_nac,p3adop_hbaspers_dif,p3adop_hbaspers_difv,p3adop_hbasicasp_22,p3adop_hbasicasp_22_orden_nac,p3adop_hbasicasp_22_media_nac,p3adop_hbasicasp_dif,p3adop_hbasicasp_difv,p3adop_hintermep_22,p3adop_hintermep_22_orden_nac,p3adop_hintermep_22_media_nac,p3adop_hintermep_dif,p3adop_hintermep_difv,p3adop_havanzadp_22,p3adop_havanzadp_22_orden_nac,p3adop_havanzadp_22_media_nac,p3adop_havanzadp_dif,p3adop_havanzadp_difv,p3adop_hinnovad_22,p3adop_hinnovad_22_orden_nac,p3adop_hinnovad_22_media_nac,p3adop_hinnovad_dif,p3adop_hinnovad_difv,p3adop_usosintep_22,p3adop_usosintep_22_orden_nac,p3adop_usosintep_22_media_nac,p3adop_usosintep_dif,p3adop_usosintep_difv,p3_cibe_22,p3_cibe_22_orden_nac,p3_cibe_22_media_nac,p3_cibe_dif,p3_cibe_difv,p3cibe_areastip_22,p3cibe_areastip_22_orden_nac,p3cibe_areastip_22_media_nac,p3cibe_areastip_dif,p3cibe_areastip_difv,p3cibe_cibersegp_22,p3cibe_cibersegp_22_orden_nac,p3cibe_cibersegp_22_media_nac,p3cibe_cibersegp_dif,p3cibe_cibersegp_difv,p3_coel_22,p3_coel_22_orden_nac,p3_coel_22_media_nac,p3_coel_dif,p3_coel_difv,p3coel_empcomin_22,p3coel_empcomin_22_orden_nac,p3coel_empcomin_22_media_nac,p3coel_empcomin_dif,p3coel_empcomin_difv,p3coel_empvenin_22,p3coel_empvenin_22_orden_nac,p3coel_empvenin_22_media_nac,p3coel_empvenin_dif,p3coel_empvenin_difv,p3coel_ventxint_22,p3coel_ventxint_22_orden_nac,p3coel_ventxint_22_media_nac,p3coel_ventxint_dif,p3coel_ventxint_difv,p3_ecdi_22,p3_ecdi_22_orden_nac,p3_ecdi_22_media_nac,p3_ecdi_dif,p3_ecdi_difv,p3ecdi_empintermicro_22,p3ecdi_empintermicro_22_orden_nac,p3ecdi_empintermicro_22_media_nac,p3ecdi_empintermicro_dif,p3ecdi_empintermicro_difv,p3ecdi_empinter_22,p3ecdi_empinter_22_orden_nac,p3ecdi_empinter_22_media_nac,p3ecdi_empinter_dif,p3ecdi_empinter_difv,p3ecdi_gentopdo_22,p3ecdi_gentopdo_22_orden_nac,p3ecdi_gentopdo_22_media_nac,p3ecdi_gentopdo_dif,p3ecdi_gentopdo_difv,p3ecdi_embanlin_22,p3ecdi_embanlin_22_orden_nac,p3ecdi_embanlin_22_media_nac,p3ecdi_embanlin_dif,p3ecdi_embanlin_difv,p3ecdi_eTPVxpob_22,p3ecdi_eTPVxpob_22_orden_nac,p3ecdi_eTPVxpob_22_media_nac,p3ecdi_eTPVxpob_dif,p3ecdi_eTPVxpob_difv,p3ecdi_emplstem_22,p3ecdi_emplstem_22_orden_nac,p3ecdi_emplstem_22_media_nac,p3ecdi_emplstem_dif,p3ecdi_emplstem_difv,p3ecdi_nuevatic_22,p3ecdi_nuevatic_22_orden_nac,p3ecdi_nuevatic_22_media_nac,p3ecdi_nuevatic_dif,p3ecdi_nuevatic_difv,p3ecdi_gobtelso_22,p3ecdi_gobtelso_22_orden_nac,p3ecdi_gobtelso_22_media_nac,p3ecdi_gobtelso_dif,p3ecdi_gobtelso_difv,p3_inno_22,p3_inno_22_orden_nac,p3_inno_22_media_nac,p3_inno_dif,p3_inno_difv,p3inno_patentes_22,p3inno_patentes_22_orden_nac,p3inno_patentes_22_media_nac,p3inno_patentes_dif,p3inno_patentes_difv,p3inno_gradstem_22,p3inno_gradstem_22_orden_nac,p3inno_gradstem_22_media_nac,p3inno_gradstem_dif,p3inno_gradstem_difv,p3inno_gradstembre_22,p3inno_gradstembre_22_orden_nac,p3inno_gradstembre_22_media_nac,p3inno_gradstembre_dif,p3inno_gradstembre_difv,p3inno_presucyt_22,p3inno_presucyt_22_orden_nac,p3inno_presucyt_22_media_nac,p3inno_presucyt_dif,p3inno_presucyt_difv
1,AGS,Aguascalientes,Avanzado,167.988756002506,168,9,147.194838446274,-1,*,65.31,6,54.41875,1,*,61.86,12,54.140625,-3,*,98.51,10,92.69375,1,2.06,89.51,12,80.5028125,2,8.95,37.1,5,23.459375,0,6.2,68,13,59.84375,1,6,72,23,79.28125,-8,-11,49.76,8,43.883125,-4,-2.47,84.7,8,79.5215625,2,3.77,34453.8672689368,11,30781.8050454497,2,12501.5084089368,31731.5080745342,11,28751.8150439782,-8,1573.7079545342,0,6,1.373125,*,*,0,17,13.0375,*,*,76.36,7,64.7984375,3,*,22.3,7,30.2109375,*,*,3.89,15,4.1296875,*,*,6.58,10,9.116875,*,*,3.91,4,5.1728125,*,*,3.5,4,5.9903125,*,*,3708.17,12,3997.140625,0,-246.31,47.16,5,25.9509375,5,*,0,14,0.2090625,*,*,4.88,2,1.24375,*,*,4.88,3,0.8203125,*,*,51.51,12,45.779375,-4,*,53.67,17,49.964375,-8,*,80.35,13,75.565625,-3,1.72,71.8,6,61.954375,-4,0.129999999999995,33.71,13,32.206875,-5,-2.71,39.55,14,36.9125,-3,-0.670000000000002,28.35,21,30.6321875,-12,-3.58,20.04,16,20.2440625,9,4.96,34.42,13,32.990625,1,-0.329999999999998,43.54,24,47.3325,-10,6.44,22.24,15,22.689375,*,*,55.34,15,51.6396875,-1,*,36.93,13,34.4996875,-3,-0.579999999999998,26.7,12,24.025625,-3,-0.120000000000001,5.32,21,6.294375,*,*,1.95,16,2.725,11,-2.62,39.43,17,40.721875,-8,*,123.17,16,136.150625,-2,4.97,60.14,18,64.7740625,*,*,100,1,61.0196875,*,*,1,19,1.84375,*,*,55.25,2,37.0321875,2,*,81.25,10,73.046875,2,0,52.3,6,45.575,15,22.3,0,12,0.5625,3,0,9.12,3,7.0646875,*,*,0.56,2,0.48,*,*,67.86,3,42.40375,*,*,54.2,1,25.258125,*,*,51.16,10,46.99625,0,*,38.71,28,53.670625,-8,*,Entre 60 y 70,18,67.34375,-12,0,Entre 60 y 70,14,66.71875,-2,0,Entre 50 y 60,10,55.3125,-5,0,Entre 20 y 30,11,30.625,4,5,Entre 0 y 10,18,8.125,-5,0,Entre 70 y 80,27,80.15625,-16,0,69.64,4,50.4609375,2,*,Entre 50 y 60,1,50.46875,2,0,Entre 30 y 40,4,32.1875,0,0,53.59,10,43.0165625,-5,*,7.89,5,5.1103125,*,*,5.43,5,3.473125,*,*,8.12,27,11.5321875,*,*,52.49,10,41.828125,-2,*,26.8,8,20.296875,*,*,41,15,41.96875,*,*,13.19,5,8.5721875,0,2.52,19.21,9,14.1809375,*,*,1.29,4,0.9246875,*,*,5.57,16,5.9134375,*,*,79.4,4,43.420625,*,*,18.49,19,25.68125,*,*,48.72,12,44.238125,-1,*,7.01,13,7.3940625,2,1.4,2845.1,3,1612.450625,0,239.19,28.33,29,32.1365625,-1,0.599999999999998,26.09,6,19.526875,*,*
2,BC,Baja California,Avanzado,181.016757295418,181,5,147.194838446274,0,*,71.21,4,54.41875,0,*,74.5,2,54.140625,1,*,99.74,2,92.69375,0,0.399999999999991,94.83,4,80.5028125,-1,3.5,31.2,11,23.459375,1,10.5,89,2,59.84375,0,5,91,6,79.28125,-1,-5,55.25,2,43.883125,1,-2.65,88.36,2,79.5215625,-1,2.40000000000001,47577.5010620221,3,30781.8050454497,0,16495.5345020221,34371.6412092283,7,28751.8150439782,-1,4741.2632792283,0,6,1.373125,*,*,31,6,13.0375,*,*,84.1,1,64.7984375,4,*,15.98,1,30.2109375,*,*,3.23,4,4.1296875,*,*,5.19,1,9.116875,*,*,3.23,2,5.1728125,*,*,2.71,1,5.9903125,*,*,3747.36,13,3997.140625,-2,-200.89,21.88,15,25.9509375,6,*,0.33,8,0.2090625,*,*,0,9,1.24375,*,*,0,8,0.8203125,*,*,60.46,2,45.779375,1,*,62.02,7,49.964375,-2,*,86.82,2,75.565625,1,2.5,79.56,2,61.954375,4,10.98,56.01,1,32.206875,3,12.61,44.9,5,36.9125,-2,-3.41,33.44,11,30.6321875,-6,-0.580000000000005,19.22,19,20.2440625,-6,-1.94,28.81,28,32.990625,-18,-6.51,45.44,20,47.3325,-3,10.38,22.33,16,22.689375,*,*,68.26,6,51.6396875,-1,*,42.65,4,34.4996875,0,-1.95,28.58,7,24.025625,-3,-3.42,8.29,6,6.294375,*,*,2.52,19,2.725,11,-2.57,58.25,2,40.721875,3,*,158.6,7,136.150625,-1,11.21,95,2,64.7740625,*,*,87.5,10,61.0196875,*,*,3,8,1.84375,*,*,51.31,4,37.0321875,3,*,81.25,10,73.046875,-5,-6.25,65.9,2,45.575,12,25.9,1,8,0.5625,7,1,1.06,14,7.0646875,*,*,0.55,4,0.48,*,*,44.4,18,42.40375,*,*,20.72,22,25.258125,*,*,49.35,13,46.99625,3,*,48.43,22,53.670625,3,*,Entre 60 y 70,5,67.34375,-4,-5,Entre 60 y 70,14,66.71875,-2,0,Entre 40 y 50,25,55.3125,-2,5,Entre 20 y 30,11,30.625,4,5,Entre 0 y 10,18,8.125,-5,0,Entre 70 y 80,8,80.15625,3,5,43.69,17,50.4609375,7,*,Entre 40 y 50,12,50.46875,4,5,Entre 20 y 30,15,32.1875,7,5,63.33,5,43.0165625,1,*,6.75,8,5.1103125,*,*,4.55,9,3.473125,*,*,19.72,3,11.5321875,*,*,52.63,9,41.828125,-7,*,30.83,2,20.296875,*,*,76,2,41.96875,*,*,8.19,13,8.5721875,5,3.17,22.27,5,14.1809375,*,*,1.02,12,0.9246875,*,*,5.8,14,5.9134375,*,*,51.02,7,43.420625,*,*,4.7,30,25.68125,*,*,37.53,22,44.238125,1,*,3.45,23,7.3940625,-10,-2.92,1409.12,19,1612.450625,2,43.25,32.31,18,32.1365625,-1,1.89,0,27,19.526875,*,*
3,BCS,Baja California Sur,Líder,184.808044377092,185,4,147.194838446274,0,*,65.53,5,54.41875,3,*,71.52,4,54.140625,0,*,96.89,16,92.69375,-3,1.02,94.67,5,80.5028125,5,7.48,46.7,1,23.459375,0,5.40000000000001,79,5,59.84375,0,4,101,1,79.28125,1,1,53.15,4,43.883125,2,2.61,87.04,3,79.5215625,2,3.62,42616.8224242424,4,30781.8050454497,0,12278.6838842424,29652.1337837838,13,28751.8150439782,11,5198.7724337838,0,6,1.373125,*,*,0,17,13.0375,*,*,74.91,10,64.7984375,7,*,18.59,2,30.2109375,*,*,2.88,1,4.1296875,*,*,6.28,5,9.116875,*,*,4.01,7,5.1728125,*,*,4.25,14,5.9903125,*,*,5920.96,32,3997.140625,0,-71.8000000000002,15.78,17,25.9509375,-5,*,0,14,0.2090625,*,*,0,9,1.24375,*,*,0,8,0.8203125,*,*,58.03,3,45.779375,3,*,67.52,3,49.964375,1,*,83.48,5,75.565625,1,1.88000000000001,69.92,8,61.954375,-3,0.590000000000003,51.85,4,32.206875,2,13.81,43.64,7,36.9125,0,0.0200000000000031,38.93,4,30.6321875,-2,1.87,28.15,3,20.2440625,0,0.549999999999997,36.95,3,32.990625,1,-2.2,39.27,26,47.3325,-3,7.6,20.76,7,22.689375,*,*,69.02,4,51.6396875,-1,*,40.54,8,34.4996875,-1,-1.34,26.33,13,24.025625,-5,-1.91,8.97,3,6.294375,*,*,-0.4,2,2.725,7,-1.72,50.96,6,40.721875,15,*,164.83,5,136.150625,5,27.62,52.92,23,64.7740625,*,*,56.52,21,61.0196875,*,*,4,2,1.84375,*,*,36.48,14,37.0321875,-4,*,62.5,25,73.046875,-6,-6.25,51.2,9,45.575,-7,-14.8,0,12,0.5625,3,0,0,16,7.0646875,*,*,0.46,21,0.48,*,*,49.12,14,42.40375,*,*,36.79,4,25.258125,*,*,61.25,3,46.99625,-1,*,63.76,10,53.670625,-1,*,Entre 70 y 80,2,67.34375,-1,0,Entre 60 y 70,4,66.71875,-2,-5,Entre 50 y 60,10,55.3125,-5,0,Entre 30 y 40,1,30.625,1,0,Entre 0 y 10,18,8.125,-5,0,Entre 70 y 80,8,80.15625,3,5,82.26,1,50.4609375,0,*,Entre 50 y 60,1,50.46875,2,0,Entre 30 y 40,1,32.1875,0,-5,63.34,4,43.0165625,0,*,9.53,2,5.1103125,*,*,5.95,4,3.473125,*,*,11.38,15,11.5321875,*,*,67.95,3,41.828125,0,*,35.26,1,20.296875,*,*,70,6,41.96875,*,*,10.25,8,8.5721875,0,2.32,26.97,1,14.1809375,*,*,2.15,1,0.9246875,*,*,8.25,4,5.9134375,*,*,27.18,16,43.420625,*,*,32.23,11,25.68125,*,*,25.44,30,44.238125,-1,*,6.26,15,7.3940625,7,2.5,1054.55,27,1612.450625,2,97.6899999999999,28.98,27,32.1365625,-6,-0.599999999999998,2.13,24,19.526875,*,*
4,CAMP,Campeche,Emprendedor,132.540464271393,133,22,147.194838446274,-4,*,43.57,27,54.41875,-7,*,46.81,24,54.140625,-4,*,84.87,29,92.69375,-3,4.67,74.58,24,80.5028125,-3,5.2,13.1,24,23.459375,2,6.1,46,24,59.84375,1,3,81,17,79.28125,-7,-8,44.76,17,43.883125,-2,-0.539999999999999,79.31,18,79.5215625,1,4.47,24503.1488049345,23,30781.8050454497,0,8178.6015249345,28212.6596858639,16,28751.8150439782,-12,-1547.2447941361,0,6,1.373125,*,*,0,17,13.0375,*,*,48.95,29,64.7984375,-2,*,37.17,23,30.2109375,*,*,4.68,23,4.1296875,*,*,12.82,30,9.116875,*,*,6.4,29,5.1728125,*,*,9.49,30,5.9903125,*,*,4805.92,27,3997.140625,-3,9.52999999999975,15.78,17,25.9509375,-14,*,0,14,0.2090625,*,*,0,9,1.24375,*,*,0,8,0.8203125,*,*,46.52,15,45.779375,4,*,56.02,14,49.964375,7,*,75.71,19,75.565625,1,4.84999999999999,62.38,16,61.954375,8,13.44,27.4,18,32.206875,3,3.69,36.94,18,36.9125,-2,-0.150000000000006,31.75,16,30.6321875,1,2.92,26.81,5,20.2440625,1,4.14,38.64,2,32.990625,25,7.65,56.25,6,47.3325,0,13.52,26.04,28,22.689375,*,*,55.75,14,51.6396875,4,*,34.74,18,34.4996875,-2,0.469999999999999,24.9,16,24.025625,0,0.809999999999999,6.48,15,6.294375,*,*,0.6,6,2.725,19,-3.56,39.01,18,40.721875,7,*,125.76,15,136.150625,1,17.87,73.75,15,64.7740625,*,*,100,1,61.0196875,*,*,0,25,1.84375,*,*,27.34,27,37.0321875,-18,*,75,16,73.046875,-14,-18.75,43.2,19,45.575,-11,-6.8,0,12,0.5625,3,0,10.77,2,7.0646875,*,*,0.44,26,0.48,*,*,22.78,26,42.40375,*,*,15.78,28,25.258125,*,*,42.45,23,46.99625,-14,*,51.26,19,53.670625,-11,*,Entre 60 y 70,18,67.34375,-12,0,Entre 60 y 70,14,66.71875,-12,-10,Entre 50 y 60,10,55.3125,-5,0,Entre 20 y 30,11,30.625,-9,-5,Entre 0 y 10,4,8.125,-1,-5,Entre 70 y 80,8,80.15625,3,5,56.31,11,50.4609375,-10,*,Entre 40 y 50,12,50.46875,-9,-5,Entre 30 y 40,4,32.1875,-3,-10,29.45,23,43.0165625,-4,*,5.56,12,5.1103125,*,*,3.5,15,3.473125,*,*,1.57,32,11.5321875,*,*,40.47,16,41.828125,1,*,21.59,12,20.296875,*,*,29,21,41.96875,*,*,5.56,22,8.5721875,1,1.62,15.03,13,14.1809375,*,*,0.77,18,0.9246875,*,*,7.98,5,5.9134375,*,*,17.23,25,43.420625,*,*,41.17,6,25.68125,*,*,30.92,25,44.238125,-20,*,3.23,24,7.3940625,-18,-14,1617.9,15,1612.450625,-4,-137.88,29.16,26,32.1365625,-6,-0.530000000000001,0,27,19.526875,*,*
