dataset,experiment,environment,label,spp,Country,Region,Region_4,Lat,Lon,Alt,Pop_Ind,Pop,Ind,block,treatment,germDate,survival,flDate_1,flDate_2,no_fl ,height,no_stem,no_buds,frDate_1,SowDate
Durham,vernalisation,glasshouse,circle,usitatissimum,,,,,,,Ble,Ble,NA,8,Control,08/05/2019,1,27/06/2019,01/07/2019,3,40.5,1,9,05/08/2019,30/04/2019
Durham,vernalisation,garden,circle,usitatissimum,,,,,,,Bol,Bol,NA,1,Control,07/05/2019,1,14/07/2019,20/07/2019,2,54,1,2,05/08/2019,30/04/2019
Durham,vernalisation,garden,star,usitatissimum,,,,,,,Bol,Bol,NA,6,Control,05/02/2019,1,29/03/2019,01/04/2019,1,64,1,0,03/05/2019,23/01/2019
Durham,vernalisation,garden,circle,usitatissimum,,,,,,,Ede,Ede,NA,5,Control,07/05/2019,1,11/07/2019,15/07/2019,2,73,1,2,NA,30/04/2019
Durham,vernalisation,garden,star,usitatissimum,,,,,,,Ede,Ede,NA,5,Control,05/02/2019,1,09/04/2019,23/04/2019,1,76,1,0,03/05/2019,23/01/2019
Durham,vernalisation,garden,circle,usitatissimum,,,,,,,Ede,Ede,NA,5_1,Control,07/05/2019,1,11/07/2019,15/07/2019,1,73,1,2,NA,30/04/2019
Durham,vernalisation,glasshouse,circle,usitatissimum,,,,,,,Gis,Gis,NA,1,Control,07/05/2019,1,29/07/2019,NA,1,53,3,3,NA,30/04/2019
Durham,vernalisation,garden,star,usitatissimum,,,,,,,Gis,Gis,NA,2,Control,05/02/2019,1,04/04/2019,08/04/2019,1,52,1,1,03/05/2019,23/01/2019
Durham,vernalisation,garden,circle,usitatissimum,,,,,,,Gis,Gis,NA,7,Control,15/05/2019,1,15/07/2019,19/07/2019,2,52,3,2,19/08/2019,30/04/2019
Durham,vernalisation,glasshouse,star,usitatissimum,,,,,,,Gis,Gis,NA,7,Control,05/02/2019,1,09/04/2019,24/04/2019,1,52,5,2,31/05/2019,23/01/2019
Durham,vernalisation,garden,star,usitatissimum,,,,,,,Lir,Lir,NA,2,Control,05/02/2019,1,26/03/2019,28/03/2019,3,57.5,2,4,03/05/2019,23/01/2019
Durham,vernalisation,garden,circle,usitatissimum,,,,,,,Lir,Lir,NA,4,Control,07/05/2019,1,25/06/2019,26/06/2019,2,86,3,8,24/07/2019,30/04/2019
Durham,vernalisation,glasshouse,circle,usitatissimum,,,,,,,Lir,Lir,NA,7,Control,07/05/2019,1,02/07/2019,NA,1,45,3,6,NA,30/04/2019
Durham,vernalisation,ASK,star,usitatissimum,,,,,,,Mar,Mar,NA,4,Control,05/02/2019,1,26/03/2019,28/03/2019,3,56,2,5,03/05/2019,23/01/2019
Durham,vernalisation,garden,circle,usitatissimum,,,,,,,Mar,Mar,NA,3_1,Control,07/05/2019,1,09/07/2019,11/07/2019,2,44.5,3,6,05/08/2019,30/04/2019
Durham,vernalisation,garden,circle,usitatissimum,,,,,,,Mon,Mon,NA,1,Control,09/05/2019,1,02/07/2019,06/07/2019,2,47,3,6,24/07/2019,30/04/2019
Durham,vernalisation,garden,star,usitatissimum,,,,,,,Mon,Mon,NA,2,Control,05/02/2019,1,18/03/2019,21/03/2019,3,67,1,NA,03/05/2019,23/01/2019
Durham,vernalisation,glasshouse,star,usitatissimum,,,,,,,Mon,Mon,NA,3,Control,05/02/2019,1,17/03/2019,20/03/2019,2,78.5,1,3,03/05/2019,23/01/2019
Durham,vernalisation,glasshouse,circle,usitatissimum,,,,,,,Mon,Mon,NA,8_1,Control,10/05/2019,1,02/07/2019,04/07/2019,3,77,1,3,05/08/2019,30/04/2019
Durham,vernalisation,garden,circle,usitatissimum,,,,,,,Olg,Olg,NA,2,Control,07/05/2019,1,05/08/2019,NA,1,16.5,1,0,28/08/2019,30/04/2019
Durham,vernalisation,garden,star,usitatissimum,,,,,,,Olg,Olg,NA,4,Control,05/02/2019,1,27/05/2019,NA,NA,58.5,1,0,NA,23/01/2019
Durham,vernalisation,glasshouse,circle,usitatissimum,,,,,,,Ome,Ome,NA,2,Control,10/05/2019,1,28/06/2019,01/07/2019,2,36,1,5,19/08/2019,30/04/2019
Durham,vernalisation,garden,star,usitatissimum,,,,,,,Ome,Ome,NA,2,Control,05/02/2019,1,17/03/2019,20/03/2019,3,44.5,1,5,03/05/2019,23/01/2019
Durham,vernalisation,glasshouse,star,usitatissimum,,,,,,,Ome,Ome,NA,3,Control,05/02/2019,1,26/03/2019,28/03/2019,1,47,3,8,NA,23/01/2019
Durham,vernalisation,garden,circle,usitatissimum,,,,,,,Ome,Ome,NA,4,Control,10/05/2019,1,25/06/2019,26/06/2019,2,55,1,10,19/08/2019,30/04/2019
Durham,vernalisation,garden,circle,usitatissimum,,,,,,,Pri,Pri,NA,2,Control,08/05/2019,1,12/07/2019,17/07/2019,2,49.5,3,3,NA,30/04/2019
Durham,vernalisation,garden,star,usitatissimum,,,,,,,Pri,Pri,NA,2,Control,05/02/2019,1,25/03/2019,28/03/2019,1,38.5,1,2,03/05/2019,23/01/2019
Durham,vernalisation,glasshouse,star,usitatissimum,,,,,,,Pri,Pri,NA,6,Control,05/02/2019,1,22/04/2019,25/04/2019,1,37,1,3,NA,23/01/2019
Durham,vernalisation,glasshouse,circle,usitatissimum,,,,,,,Pri,Pri,NA,5_1,Control,09/05/2019,1,15/09/2019,23/09/2019,1,32,7,1,NA,30/04/2019
Durham,vernalisation,garden,circle,usitatissimum,,,,,,,Rab,Rab,NA,1,Control,07/05/2019,1,02/09/2019,03/09/2019,2,48,8,14,NA,30/04/2019
Durham,vernalisation,garden,star,usitatissimum,,,,,,,Rab,Rab,NA,4,Control,05/02/2019,1,15/03/2019,18/03/2019,3,48,3,11,03/05/2019,23/01/2019
Durham,vernalisation,glasshouse,star,usitatissimum,,,,,,,Rab,Rab,NA,5,Control,05/02/2019,1,22/03/2019,24/03/2019,2,57.5,1,10,03/05/2019,23/01/2019
Durham,vernalisation,glasshouse,circle,usitatissimum,,,,,,,Rab,Rab,NA,9,Control,07/05/2019,1,03/07/2019,06/07/2019,2,63,3,3,05/08/2019,30/04/2019
Durham,vernalisation,garden,star,usitatissimum,,,,,,,Suz,Suz,NA,2,Control,05/02/2019,1,28/03/2019,03/04/2019,2,72,3,2,03/05/2019,23/01/2019
Durham,vernalisation,glasshouse,star,usitatissimum,,,,,,,Suz,Suz,NA,6,Control,05/02/2019,1,03/03/2019,07/04/2019,2,72,1,1,03/05/2019,23/01/2019
Durham,vernalisation,garden,circle,usitatissimum,,,,,,,Suz,Suz,NA,7,Control,08/05/2019,1,29/06/2019,05/07/2019,3,78,3,3,24/07/2019,30/04/2019
Durham,vernalisation,glasshouse,circle,usitatissimum,,,,,,,Suz,Suz,NA,3_2,Control,07/05/2019,1,23/07/2019,26/07/2019,2,68.5,1,3,05/08/2019,30/04/2019
Durham,vernalisation,garden,circle,usitatissimum,,,,,,,Tin,Tin,NA,1,Control,07/05/2019,1,09/07/2019,14/07/2019,3,50,1,3,NA,30/04/2019
Durham,vernalisation,garden,star,usitatissimum,,,,,,,Tin,Tin,NA,1,Control,05/02/2019,1,02/04/2019,05/04/2019,NA,64,1,NA,03/05/2019,23/01/2019
Durham,vernalisation,glasshouse,star,usitatissimum,,,,,,,Tin,Tin,NA,2,Control,05/02/2019,1,01/04/2019,06/04/2019,2,64,1,2,03/05/2019,23/01/2019
Durham,vernalisation,glasshouse,circle,usitatissimum,,,,,,,Tin,Tin,NA,3_2,Control,07/05/2019,1,14/07/2019,19/07/2019,2,61,2,6,02/08/2019,30/04/2019
Durham,vernalisation,garden,star,usitatissimum,,,,,,,Vol,Vol,NA,3,Control,05/02/2019,1,28/03/2019,29/03/2019,1,40,3,5,03/05/2019,23/01/2019
Durham,vernalisation,garden,circle,usitatissimum,,,,,,,Vol,Vol,NA,6_1,Control,08/05/2019,1,11/07/2019,16/07/2019,2,27.8,2,2,19/08/2019,30/04/2019
Durham,vernalisation,ASK,green,bienne,France,France,France,45.09393056,-1.050338889,21,Vil_21,Vil,21,1,Vernalization,19/12/2018,1,27/03/2019,28/03/2019,2,27,3,3,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,France,France,France,45.09393056,-1.050338889,21,Vil_21,Vil,21,5,Vernalization,19/12/2018,1,30/03/2019,NA,1,26,2,0,NA,10/12/2018
Durham,vernalisation,ASK,purple,bienne,France,France,France,45.09393056,-1.050338889,21,Vil_25,Vil,25,1,Vernalization,19/12/2018,1,03/04/2019,NA,1,19.5,3,0,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,France,France,France,45.09393056,-1.050338889,21,Vil_25,Vil,25,6,Vernalization,19/12/2018,1,25/03/2019,28/03/2019,2,25.5,3,3,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,France,France,France,45.09393056,-1.050338889,21,Vil_27,Vil,27,3*,Vernalization,23/12/2018,1,26/03/2019,30/03/2019,1,24.5,3,2,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,France,France,France,45.09393056,-1.050338889,21,Vil_27,Vil,27,4_1,Vernalization,23/12/2018,1,03/04/2019,04/04/2019,2,27.5,5,1,NA,13/12/2018
Durham,vernalisation,ASK,green,bienne,France,France,France,45.09393056,-1.050338889,21,Vil_36,Vil,36,1,Vernalization,23/12/2018,1,25/03/2019,26/03/2019,2,30.5,3,1,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,France,France,France,45.09393056,-1.050338889,21,Vil_36,Vil,36,2,Vernalization,19/12/2018,1,28/03/2019,NA,1,27.5,2,0,NA,10/12/2018
Durham,vernalisation,ASK,purple,bienne,France,France,France,47.38701944,-0.5257388889,47.5,Roc_12,Roc,12,4,Vernalization,23/12/2018,1,26/03/2019,27/03/2019,1,38,4,2,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,France,France,France,47.38701944,-0.5257388889,47.5,Roc_12,Roc,12,8,Vernalization,23/12/2018,1,23/03/2019,02/04/2019,2,46,5,2,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,France,France,France,47.4961,-1.592538889,25,Saf_9,Saf,9,5,Vernalization,19/12/2018,1,24/03/2019,24/03/2019,2,21.5,4,1,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,France,France,France,47.4961,-1.592538889,25,Saf_9,Saf,9,8,Vernalization,19/12/2018,1,04/04/2019,08/04/2019,2,25,3,3,NA,13/12/2018
Durham,vernalisation,ASK,green,bienne,France,France,France,47.4961,-1.592538889,25,Saf_10,Saf,10,1,Vernalization,23/12/2018,1,02/04/2019,05/03/2019,2,31,3,1,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,France,France,France,47.4961,-1.592538889,25,Saf_10,Saf,10,6,Vernalization,19/12/2018,1,21/03/2019,24/03/2019,2,8,6,4,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,France,France,France,47.4961,-1.592538889,25,Saf_16,Saf,16,2,Vernalization,23/12/2018,1,31/03/2019,05/04/2019,1,25,3,2,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,France,France,France,47.4961,-1.592538889,25,Saf_16,Saf,16,4,Vernalization,19/12/2018,1,21/03/2019,24/03/2019,1,25.5,8,2,NA,10/12/2018
Durham,vernalisation,ASK,purple,bienne,France,France,France,47.4961,-1.592538889,25,Saf_19,Saf,19,1,Vernalization,19/12/2018,1,08/04/2019,NA,1,27.5,5,0,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,France,France,France,47.4961,-1.592538889,25,Saf_19,Saf,19,6,Vernalization,23/12/2018,1,28/03/2019,02/04/2019,2,31,4,0,NA,13/12/2018
Durham,vernalisation,ASK,green,bienne,France,France,France,47.6997,-3.45465,14,Tal_4,Tal,4,4_1,Vernalization,19/12/2018,1,24/03/2019,28/03/2019,2,26,4,5,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,France,France,France,47.6997,-3.45465,14,Tal_4,Tal,4,7_2,Vernalization,19/12/2018,1,25/03/2019,29/03/2019,2,32,6,6,NA,10/12/2018
Durham,vernalisation,ASK,purple,bienne,France,France,France,47.6997,-3.45465,14,Tal_23,Tal,23,5,Vernalization,19/12/2018,1,22/03/2019,24/03/2019,3,21,3,2,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,France,France,France,47.6997,-3.45465,14,Tal_23,Tal,23,8,Vernalization,19/12/2018,1,01/04/2019,06/04/2019,2,32.5,3,1,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,France,France,France,47.6997,-3.45465,14,Tal_25,Tal,25,1,Vernalization,19/12/2018,1,29/04/2019,NA,1,31.5,3,0,NA,10/12/2018
Durham,vernalisation,ASK,purple,bienne,France,France,France,47.6997,-3.45465,14,Tal_28,Tal,28,1,Vernalization,19/12/2018,1,20/04/2019,NA,1,24.5,6,1,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,France,France,France,47.6997,-3.45465,14,Tal_28,Tal,28,5,Vernalization,19/12/2018,1,15/04/2019,19/04/2019,2,30,4,1,NA,13/12/2018
Durham,vernalisation,ASK,green,bienne,France,France,France,48.35696944,4.458630556,125.5,Mat_2,Mat,2,3,Vernalization,19/12/2018,1,20/03/2019,24/03/2019,2,45,4,6,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,France,France,France,48.35696944,4.458630556,125.5,Mat_2,Mat,2,3*,Vernalization,19/12/2018,1,17/04/2019,21/04/2019,2,23,7,5,NA,10/12/2018
Durham,vernalisation,ASK,purple,bienne,France,France,France,48.35696944,4.458630556,125.5,Mat_14,Mat,14,1,Vernalization,19/12/2018,1,31/03/2019,NA,1,30.5,5,0,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,France,France,France,48.35696944,4.458630556,125.5,Mat_14,Mat,14,6,Vernalization,19/12/2018,1,26/03/2019,28/03/2019,2,34.5,2,2,NA,13/12/2018
Durham,vernalisation,ASK,green,bienne,France,France,France,48.35696944,4.458630556,125.5,Mat_17,Mat,17,1,Vernalization,19/12/2018,1,05/04/2019,NA,1,23.5,3,0,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,France,France,France,48.35696944,4.458630556,125.5,Mat_17,Mat,17,2,Vernalization,23/12/2018,1,28/03/2019,NA,1,19.5,4,0,NA,10/12/2018
Durham,vernalisation,ASK,purple,bienne,France,France,France,48.35696944,4.458630556,125.5,Mat_23,Mat,23,4,Vernalization,23/12/2018,1,20/03/2019,20/03/2019,2,27.5,5,5,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,France,France,France,48.35696944,4.458630556,125.5,Mat_23,Mat,23,5,Vernalization,19/12/2018,1,01/04/2019,06/04/2019,1,34.5,1,1,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,France,France,France,48.35696944,4.458630556,125.5,Mat_24,Mat,24,4,Vernalization,15/12/2018,1,26/03/2019,25/03/2019,1,31,4,2,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,France,France,France,48.35696944,4.458630556,125.5,Mat_24,Mat,24,8,Vernalization,19/12/2018,1,27/03/2019,29/03/2019,2,45,6,5,NA,13/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Med,Spain South,42.31008333,3.151888889,105,12_20,12,20,3,Vernalization,23/12/2018,1,18/03/2019,26/03/2019,1,36,3,1,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain North,Spain North,42.17088611,-8.683819444,483,19_30,19,30,3,Vernalization,19/12/2018,1,28/03/2019,NA,1,25,9,0,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain North,Spain North,42.17088611,-8.683819444,483,19_30,19,30,8,Vernalization,23/12/2018,1,08/04/2019,12/04/2019,1,30,3,2,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain North,Spain North,42.79403889,-3.424744444,670,14_6,14,6,4,Vernalization,19/12/2018,1,03/04/2019,NA,1,17,5,0,NA,10/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain North,Spain North,42.79403889,-3.424744444,670,14_21,14,21,2,Vernalization,19/12/2018,1,25/03/2019,04/03/2019,2,31.5,6,1,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain North,Spain North,42.79403889,-3.424744444,670,14_21,14,21,6,Vernalization,19/12/2018,1,28/03/2019,NA,1,42,2,0,NA,13/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain North,Spain North,43.02901667,-3.24035,741,13_1,13,1,3,Vernalization,19/12/2018,1,27/03/2019,29/03/2019,2,39,1,3,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain North,Spain North,43.02901667,-3.24035,741,13_1,13,1,6,Vernalization,19/12/2018,1,18/03/2019,21/03/2019,2,22.5,6,2,NA,10/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain North,Spain North,43.02901667,-3.24035,741,13_5,13,5,4,Vernalization,19/12/2018,1,02/05/2019,NA,1,24,8,0,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain North,Spain North,43.02901667,-3.24035,741,13_12,13,12,8,Vernalization,23/12/2018,1,08/04/2019,NA,1,21.5,4,0,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain North,Spain North,43.407375,-4.687527778,26,Lla_17,Lla,17,2,Vernalization,19/12/2018,1,29/03/2019,07/04/2019,NA,19,1,1,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain North,Spain North,43.407375,-4.687527778,26,Lla_17,Lla,17,5,Vernalization,19/12/2018,1,23/03/2019,25/03/2019,2,18,2,NA,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain North,Spain North,43.407375,-4.687527778,26,Lla_20,Lla,20,2,Vernalization,19/12/2018,1,28/03/2019,01/04/2019,1,32.5,3,1,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain North,Spain North,43.407375,-4.687527778,26,Lla_20,Lla,20,4_1,Vernalization,19/12/2018,1,24/03/2019,27/03/2019,2,30,2,1,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain North,Spain North,43.407375,-4.687527778,26,Lla_23,Lla,23,1,Vernalization,19/12/2018,1,29/04/2019,04/05/2019,2,25,3,2,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain North,Spain North,43.407375,-4.687527778,26,Lla_23,Lla,23,7,Vernalization,19/12/2018,1,25/04/2019,NA,1,26,3,0,NA,13/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain North,Spain North,43.407375,-4.687527778,26,Lla_33,Lla,33,7,Vernalization,19/12/2018,1,04/04/2019,07/04/2019,1,30,3,2,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain North,Spain North,43.407375,-4.687527778,26,Lla_33,Lla,33,7_1,Vernalization,19/12/2018,1,04/04/2019,06/04/2019,2,28,6,4,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain North,Spain North,43.407375,-4.687527778,26,Lla_A,Lla,A,3,Vernalization,19/12/2018,1,08/04/2019,09/04/2019,2,30.5,7,3,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain North,Spain North,43.407375,-4.687527778,26,Lla_A,Lla,A,5,Vernalization,23/12/2018,1,31/03/2019,03/04/2019,1,29.5,4,2,NA,10/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain North,Spain North,43.407375,-4.687527778,26,Lla_B,Lla,B,6,Vernalization,19/12/2018,1,27/03/2019,28/03/2019,3,30,10,11,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain North,Spain North,43.407375,-4.687527778,26,Lla_C,Lla,C,6,Vernalization,23/12/2018,1,01/04/2019,07/04/2019,2,28.5,4,2,NA,13/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain North,Spain North,43.46278333,-3.653308333,50,15_17,15,17,3,Vernalization,19/12/2018,1,21/03/2019,22/03/2019,2,29.5,1,2,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain North,Spain North,43.46278333,-3.653308333,50,15_17,15,17,4,Vernalization,19/12/2018,1,18/03/2019,26/03/2019,2,23,4,2,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain North,Spain North,43.46278333,-3.653308333,50,15_18,15,18,3,Vernalization,19/12/2018,1,17/03/2019,20/03/2019,2,30,5,3,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain North,Spain North,43.46278333,-3.653308333,50,15_18,15,18,3*,Vernalization,19/12/2018,1,14/03/2019,17/03/2019,2,24.5,8,3,NA,10/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain North,Spain North,43.46278333,-3.653308333,50,15_27,15,27,2,Vernalization,19/12/2018,1,26/03/2019,31/03/2019,NA,24.5,3,2,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain North,Spain North,43.46278333,-3.653308333,50,15_27,15,27,4_2,Vernalization,23/12/2018,1,29/03/2019,05/04/2019,1,32,3,1,NA,13/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain North,Spain North,43.46278333,-3.653308333,50,15_28,15,28,7,Vernalization,19/12/2018,1,30/03/2019,03/04/2019,1,33,3,1,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain North,Spain North,43.46278333,-3.653308333,50,15_28,15,28,7_1,Vernalization,19/12/2018,1,31/03/2019,02/04/2019,2,29,5,2,NA,10/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain North,Spain North,43.46278333,-3.653308333,50,15_30,15,30,1,Vernalization,19/12/2018,1,26/03/2019,29/03/2019,1,32,1,2,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain North,Spain North,43.46278333,-3.653308333,50,15_30,15,30,8,Vernalization,19/12/2018,1,01/04/2019,03/04/2019,2,29,2,0,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain South A,Spain South,36.03633333,-5.555888889,186,3_11,3,11,4,Vernalization,23/12/2018,1,23/03/2019,29/03/2019,NA,27,2,1,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain South A,Spain South,36.03633333,-5.555888889,186,3_11,3,11,4_2,Vernalization,23/12/2018,1,26/03/2019,30/03/2019,2,30.5,4,2,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain South A,Spain South,36.03633333,-5.555888889,186,3_13,3,13,2,Vernalization,19/12/2018,1,26/03/2019,01/04/2019,2,24.5,4,0,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain South A,Spain South,36.03633333,-5.555888889,186,3_13,3,13,4_2,Vernalization,23/12/2018,1,28/03/2019,30/03/2019,2,31,4,1,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain South A,Spain South,36.03633333,-5.555888889,186,3_14,3,14,5,Vernalization,19/12/2018,1,20/03/2019,25/03/2019,1,24.2,1,1,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain South A,Spain South,36.03633333,-5.555888889,186,3_14,3,14,4_2,Vernalization,19/12/2018,1,26/03/2019,28/03/2019,2,34,3,2,NA,13/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain South A,Spain South,36.03633333,-5.555888889,186,3_16,3,16,8,Vernalization,23/12/2018,1,03/04/2019,06/04/2019,1,58,5,1,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain South A,Spain South,36.08091667,-5.625527778,41,2_3,2,3,2,Vernalization,19/12/2018,1,09/03/2019,10/03/2019,2,27,3,1,NA,10/12/2018
